term,warmth,competence,sociability,trust1
enforcer,-0.625,0.278,-0.625,0.467
enfranchise,0.909,0.875,0.625,0.909
enfranchisement,0.875,1.0,0.875,0.788
engage,0.833,0.426,0.833,0.727
engaged,0.875,0.698,0.875,0.611
engagement,0.958,0.614,0.958,0.576
engagement ring,1.0,0.226,1.0,0.727
engager,0.952,0.667,0.952,0.485
engaging,0.917,0.724,0.917,0.611
engenderment,0.389,0.296,0.056,0.389
engineer,0.606,0.75,-0.167,0.606
engineering,0.815,0.672,-0.167,0.815
engineless,-0.593,-0.667,-0.593,-0.182
english language,0.542,0.038,0.542,0.19
english teacher,0.889,0.13,0.889,0.727
englishman,0.485,0.593,0.375,0.485
engorge,-0.556,-0.185,-0.556,-0.1
engorgement,-0.143,0.444,-0.143,-0.042
engross,0.083,0.286,0.083,0.083
engrossing,0.542,0.5,0.542,0.0
engrossment,0.296,0.481,0.296,-0.037
engulf,-0.583,0.0,-0.583,-0.111
engulfment,-0.476,-0.667,-0.476,-0.121
enhance,0.762,0.628,0.762,0.167
enhanced,0.571,0.667,0.571,0.25
enhancement,0.8,0.482,0.8,0.222
enhancer,0.6,0.667,0.6,0.139
enigmatically,-0.455,0.25,-0.222,-0.455
enjoy,0.963,0.5,0.963,0.296
enjoyable,1.0,0.438,1.0,0.182
enjoyably,1.0,0.0,1.0,0.2
enjoyer,0.875,-0.143,0.875,0.03
enjoying,1.0,0.518,1.0,0.167
enjoyment,1.0,0.432,1.0,0.121
enlarge,0.5,0.376,0.5,0.042
enlargeable,0.0,0.259,0.0,0.0
enlarged,0.133,0.036,0.0,0.133
enlargement,0.095,0.232,0.095,0.091
enlighten,0.963,0.334,0.963,0.818
enlightened,0.958,0.4,0.958,0.848
enlightener,0.958,0.963,0.958,0.704
enlightening,0.889,0.454,0.889,0.733
enlightenment,1.0,0.238,1.0,0.917
enliven,0.926,0.404,0.926,0.194
enmity,-0.867,-0.236,-0.807,-0.867
enormous,0.0,0.772,0.0,0.0
enormously,0.194,0.744,0.167,0.194
enormousness,0.0,0.778,0.0,0.0
enough,0.222,-0.266,0.222,0.133
enough said,0.067,0.154,0.0,0.067
enrage,-0.741,0.958,-0.741,-0.273
enraged,-0.714,-0.25,-0.714,-0.417
enragement,-0.788,0.875,-0.778,-0.788
enrapt,0.593,-0.286,0.593,0.133
enrapture,0.905,0.37,0.905,0.212
enraptured,1.0,0.185,1.0,0.125
enrich,0.762,0.41,0.762,0.611
enrichment,0.857,0.583,0.857,0.3
enrobe,0.056,0.63,0.056,0.028
enroll,0.3,0.222,0.25,0.3
enroller,0.333,0.444,0.333,0.152
enrollment,0.5,0.396,0.292,0.5
ensconce,0.067,0.556,0.067,0.061
ensemble,0.625,0.172,0.625,0.121
enshrine,0.576,0.619,0.481,0.576
enshrinement,0.394,0.619,0.286,0.394
enshroud,-0.667,-0.333,-0.667,-0.5
ensign,0.303,0.09,0.0,0.303
enslave,-1.0,-0.038,-1.0,-1.0
enslaved,-0.762,-0.358,-0.762,-0.667
enslavement,-1.0,-0.396,-1.0,-0.97
ensnare,-0.741,0.81,-0.611,-0.741
ensnarement,-0.667,-0.815,-0.571,-0.667
ensnarer,-0.848,0.952,-0.571,-0.848
ensnarl,-0.667,-0.667,-0.667,-0.633
ensue,0.286,-0.336,0.286,0.028
ensuite,0.037,0.083,0.037,0.0
ensure,0.909,0.518,0.75,0.909
entangled,-0.571,-0.286,-0.571,-0.444
entanglement,-0.5,-0.504,-0.5,-0.367
enter,0.792,0.0,0.792,0.028
enterprise,0.567,0.508,0.458,0.567
enterpriser,0.476,0.833,0.476,0.278
enterprising,0.778,0.75,0.778,0.667
entertain,1.0,0.196,1.0,0.167
entertained,1.0,0.424,1.0,0.111
entertainer,0.833,0.518,0.833,0.091
entertaining,0.958,0.32,0.958,0.2
entertainment,0.81,0.138,0.81,0.212
entertainment industry,0.583,0.438,0.583,0.0
enthrall,0.762,0.583,0.762,0.222
enthralled,0.917,0.23,0.917,0.167
enthrallment,0.667,-0.524,0.667,0.0
enthralment,0.667,-0.458,0.667,0.061
enthrone,0.583,0.958,0.0,0.583
enthronement,0.273,0.958,-0.167,0.273
enthuse,0.958,0.556,0.958,0.139
enthusiasm,0.963,0.596,0.963,0.733
enthusiast,0.905,0.75,0.905,0.636
enthusiastic,1.0,0.696,1.0,0.455
enthusiastically,1.0,0.556,1.0,0.389
enticement,0.556,0.5,0.556,-0.233
enticer,-0.515,0.37,0.286,-0.515
entire,0.139,0.396,0.048,0.139
entireness,0.611,0.417,0.407,0.611
entirety,0.042,0.608,0.042,0.033
entitle,0.0,0.654,0.0,0.0
entitled,-0.593,0.875,-0.571,-0.593
entitlement,-0.667,0.322,-0.667,-0.667
entomb,-0.75,-0.704,-0.75,-0.148
entrails,-0.75,-0.226,-0.75,-0.167
entrance,0.296,0.052,0.296,0.1
entranced,0.762,-0.708,0.762,0.194
entrancement,0.75,-0.083,0.75,0.03
entrap,-0.708,0.708,-0.708,-0.625
entrapment,-0.733,-0.118,-0.542,-0.733
entrapper,-0.852,0.741,-0.762,-0.852
entreat,0.905,-0.076,0.905,0.545
entreaty,0.875,-0.667,0.875,0.545
entrench,-0.417,0.963,-0.417,0.0
entrenchment,-0.667,0.963,-0.667,0.0
entrepreneur,0.481,0.84,0.481,0.394
entrepreneurial,0.593,1.0,0.593,0.333
entrepreneurship,0.458,1.0,0.458,0.444
entries,0.095,0.083,0.095,0.0
entropic,-0.63,-0.519,-0.63,-0.121
entrust,0.933,0.26,0.933,0.909
entrustment,0.909,0.381,0.875,0.909
entwine,0.63,0.333,0.63,0.07
entwined,0.571,-0.074,0.571,0.133
entwinement,0.667,-0.4,0.667,0.0
enumerator,0.556,0.542,0.259,0.556
enunciable,0.0,0.533,0.0,0.0
enunciate,0.545,0.667,0.111,0.545
enunciation,0.472,0.667,0.286,0.472
envelopment,0.556,0.417,0.556,0.0
enviable,0.458,0.625,0.458,0.361
envied,-0.407,0.792,-0.407,-0.167
envious,-0.63,-0.318,-0.625,-0.63
enviously,-0.611,-0.333,-0.524,-0.611
enviousness,-0.667,-0.37,-0.667,-0.606
environ,0.033,-0.134,0.0,0.033
environment,0.75,0.056,0.75,0.111
environmental,0.292,0.328,0.292,0.125
environmentalism,0.708,0.444,0.708,0.556
environmentalist,0.905,0.524,0.905,0.7
environmentally,0.733,0.0,0.611,0.733
environmentally friendly,0.952,0.586,0.952,0.636
envisage,0.417,0.556,0.417,0.111
envision,0.556,-0.034,0.556,0.212
envy,-0.639,-0.146,-0.625,-0.639
ephemerally,-0.458,-0.542,-0.458,0.037
ephemeris,-0.5,0.056,-0.5,-0.03
epic,0.4,0.66,0.4,0.121
epically,0.143,0.619,0.143,0.051
epicure,0.875,0.292,0.875,0.194
epicurean,0.333,0.296,0.333,0.121
epicureanism,0.593,0.19,0.593,0.111
epidemic,-0.75,0.222,-0.75,-0.067
epidemical,-0.667,0.5,-0.667,-0.133
epidemically,-0.333,0.19,-0.333,-0.083
epidemiologist,0.788,0.667,-0.238,0.788
epidural,0.375,0.05,0.0,0.375
epilepsy,-0.091,-0.625,0.0,-0.091
epileptic,-0.619,-0.32,-0.619,-0.033
epileptically,-0.571,-0.741,-0.571,-0.067
epiphany,0.714,0.052,0.714,0.091
episiotomy,-0.625,-0.667,-0.625,-0.037
episode,0.417,0.018,0.417,0.0
epistemological,-0.375,0.583,-0.375,0.121
epistemologist,0.697,0.619,-0.333,0.697
epitaph,-0.524,-0.116,-0.524,0.061
epitomize,0.333,0.778,0.333,0.267
eponymous,0.133,0.333,0.0,0.133
epsom salt,0.152,-0.166,0.042,0.152
equable,0.636,0.583,0.619,0.636
equal,0.963,-0.186,0.963,0.727
equal opportunity,1.0,0.5,1.0,0.97
equal pay,1.0,0.134,1.0,0.867
equalitarian,0.952,0.222,0.952,0.848
equalitarianism,0.917,0.63,0.917,0.9
equality,1.0,0.432,0.958,1.0
equalization,0.545,-0.154,0.167,0.545
equalize,0.833,0.148,0.292,0.833
equally,0.958,-0.128,0.958,0.528
equanimity,0.792,0.667,0.792,0.767
equate,0.033,0.248,0.0,0.033
equestrian,0.5,-0.166,0.5,0.091
equestrianism,0.444,0.5,0.444,0.182
equidistant,0.303,0.018,-0.143,0.303
equilateral,0.083,0.095,0.0,0.083
equilibrate,0.278,0.417,0.0,0.278
equilibration,0.424,0.186,0.0,0.424
equilibrator,0.455,0.519,0.25,0.455
equilibrium,0.815,0.24,0.0,0.815
equine,0.361,0.083,0.0,0.361
equip,0.5,0.426,0.5,0.2
equipment,0.1,0.4,0.0,0.1
equipped,0.25,0.708,0.25,0.182
equitable,0.933,0.5,0.857,0.933
equitableness,1.0,0.667,0.958,1.0
equitably,0.926,0.542,0.926,0.758
equity,0.963,0.468,0.875,0.963
equivalence,0.556,0.164,0.333,0.556
equivalency,0.615,0.25,0.037,0.615
equivalent,0.576,0.0,0.042,0.576
equivocal,-0.667,-0.486,-0.292,-0.667
equivocate,-0.733,0.095,-0.583,-0.733
equivocation,-0.636,-0.417,-0.625,-0.636
equivocator,-0.852,-0.333,-0.667,-0.852
eradicate,-0.704,0.372,-0.704,-0.095
eradication,-0.667,0.37,-0.667,-0.042
eradicative,-0.667,0.875,-0.667,-0.048
eradicator,-0.458,0.926,-0.458,-0.259
erase,-0.208,-0.358,-0.208,0.0
erased,-0.625,-0.792,-0.625,-0.083
erasure,-0.667,-0.47,-0.667,-0.25
erect,-0.185,0.254,-0.185,0.091
erectile dysfunction,-0.583,-0.334,-0.583,-0.528
erection,-0.25,0.39,-0.25,-0.067
ergo,-0.083,-0.23,-0.083,0.0
ergonomic,0.152,0.667,0.125,0.152
erode,-0.708,0.16,-0.708,-0.212
eroded,-0.524,-0.667,-0.524,-0.273
erodible,-0.5,-0.63,-0.5,-0.194
erogenous,-0.476,0.074,-0.476,0.03
erosion,-0.667,-0.07,-0.667,-0.061
erosive,-0.593,1.0,-0.593,-0.282
erotic,-0.667,0.366,-0.375,-0.667
erotica,-0.242,0.158,-0.2,-0.242
eroticism,-0.524,0.625,-0.524,-0.028
err,-0.367,-0.528,-0.167,-0.367
errand,0.444,-0.036,0.444,0.212
errant,-0.515,-0.25,-0.375,-0.515
errantly,-0.333,-0.481,-0.333,-0.278
erratic,-0.611,-0.566,-0.583,-0.611
erratically,-0.667,-0.481,-0.667,-0.636
erratum,-0.208,-0.128,-0.037,-0.208
erroneous,-0.667,-0.51,-0.5,-0.667
erroneously,-0.545,-0.5,-0.19,-0.545
erroneousness,-0.633,-0.593,-0.625,-0.633
error,-0.417,-0.604,-0.417,-0.367
error code,-0.476,-0.452,-0.476,-0.154
error message,-0.625,-0.5,-0.625,-0.333
errorless,0.758,0.875,0.222,0.758
erst,0.0,-0.286,0.0,0.0
erudite,0.593,0.548,0.267,0.593
eruditely,0.667,0.81,0.292,0.667
eruditeness,0.606,0.741,0.048,0.606
erudition,0.727,0.708,-0.056,0.727
erupt,-0.292,0.636,-0.292,-0.067
eruption,-0.333,0.466,-0.333,-0.091
escalate,-0.458,0.456,-0.458,-0.091
escalating,-0.259,0.036,-0.259,0.028
escapable,0.033,-0.083,0.0,0.033
escape,-0.143,-0.104,-0.143,-0.091
escape from,-0.593,-0.188,-0.593,-0.061
escaped,-0.476,0.036,-0.476,-0.182
escaper,-0.389,0.333,-0.333,-0.389
escargot,0.286,0.0,0.286,0.0
eschew,0.667,-0.26,-0.583,0.667
escort,0.5,0.216,0.5,0.0
esoterically,-0.481,0.148,-0.481,0.0
especial,0.333,0.588,0.333,0.03
especially,0.833,0.0,0.833,0.167
espionage,-1.0,0.24,-0.81,-1.0
espousal,0.667,0.444,0.667,0.5
espouse,0.708,0.394,0.708,0.576
espresso,0.222,0.016,0.222,0.061
essayist,0.639,-0.076,-0.125,0.639
essence,0.625,0.15,0.625,0.3
essential,0.815,0.518,0.81,0.815
essentiality,0.6,0.556,0.074,0.6
essentially,0.167,0.604,0.0,0.167
establish,0.833,0.376,0.762,0.833
established,0.867,0.388,0.667,0.867
establisher,0.583,0.722,0.583,0.583
establishment,0.333,0.262,-0.083,0.333
estate,0.455,0.294,0.125,0.455
estate tax,-0.333,-0.1,-0.333,0.0
esteem,1.0,0.358,1.0,0.853
esteemed,1.0,0.062,1.0,0.963
esthetic,0.292,0.116,0.292,0.139
estimable,0.967,0.26,0.625,0.967
estimate,0.389,0.034,0.0,0.389
estimation,0.167,0.178,0.037,0.167
estimator,0.667,0.476,0.0,0.667
estoppel,0.4,-0.036,-0.333,0.4
estrange,-0.667,-0.375,-0.667,-0.424
estranged,-0.708,-0.246,-0.708,-0.367
estrangement,-0.762,-0.593,-0.762,-0.5
etcetera,0.03,0.0,0.0,0.03
eternal,0.697,0.686,0.444,0.697
eternal life,0.952,0.31,0.952,0.889
eternalize,0.056,0.889,0.056,0.0
eternally,0.458,0.185,0.458,0.139
eternally grateful,1.0,0.274,1.0,0.872
eternity,0.556,0.822,0.375,0.556
ethanol,-0.333,0.069,-0.333,0.0
ethereally,0.467,-0.286,0.467,0.111
etherealness,-0.667,-0.292,-0.667,0.0
ethic,0.933,0.582,0.444,0.933
ethical,1.0,0.268,1.0,1.0
ethicality,0.9,0.667,0.81,0.9
ethically,0.933,0.407,0.889,0.933
ethicist,0.833,0.778,0.333,0.833
ethics,0.963,0.462,0.75,0.963
ethnocentric,-0.708,0.708,-0.708,-0.593
ethnocentrism,-0.667,0.583,-0.667,-0.636
ethos,0.917,0.556,0.542,0.917
etymologist,0.611,0.556,0.333,0.611
eugenically,-0.767,0.733,-0.762,-0.767
eugenicist,-0.792,0.778,-0.792,-0.758
eulogist,0.81,0.571,0.81,0.667
eulogistic,1.0,0.388,1.0,0.667
eulogize,0.933,0.358,0.933,0.727
eulogizer,0.875,0.417,0.875,0.606
eulogy,0.952,0.334,0.952,0.667
eunuch,-0.778,-0.667,-0.778,0.0
euphemistic,-0.061,0.042,-0.048,-0.061
euphonic,0.722,0.111,0.722,0.1
euphonically,0.81,0.25,0.81,0.182
euphonium,0.259,0.0,0.259,-0.03
euphony,0.792,0.542,0.792,0.121
euphoria,0.875,0.296,0.875,0.083
euphoric,1.0,0.176,1.0,0.273
euro,0.083,0.042,0.0,0.083
euthanasia,-0.81,-0.35,-0.81,-0.167
euthanize,-1.0,0.375,-1.0,-0.095
evacuate,0.375,-0.372,-0.278,0.375
evacuated,-0.667,-0.429,-0.667,0.0
evacuation,-0.238,0.164,-0.238,0.028
evade,-0.667,-0.316,-0.667,-0.667
evader,-0.792,0.296,-0.792,-0.667
evaluate,0.545,0.298,0.143,0.545
evaluative,0.133,0.667,-0.125,0.133
evaluator,0.75,0.75,0.0,0.75
evanesce,-0.111,-0.667,-0.111,-0.091
evangelic,0.625,0.476,0.625,0.556
evangelicalism,0.556,0.556,0.417,0.556
evangelistic,0.593,0.224,0.593,0.576
evangelistically,0.467,0.5,0.333,0.467
evangelization,0.619,0.667,0.619,0.0
evangelize,0.667,0.75,0.667,0.367
evangelizer,0.778,0.667,0.778,0.433
evaporate,-0.042,-0.196,-0.042,-0.03
evaporator,-0.25,0.143,-0.25,0.0
evasion,-0.667,-0.164,-0.667,-0.606
evasive,-0.63,-0.15,-0.63,-0.606
evasively,-0.625,-0.389,-0.625,-0.567
evasiveness,-0.694,-0.5,-0.583,-0.694
even more,0.222,0.066,0.222,0.033
even tho,0.111,-0.566,0.111,-0.037
even up,0.515,0.0,0.0,0.515
evenhandedly,0.833,0.619,0.667,0.833
evenhandedness,0.879,0.625,0.875,0.879
eveningwear,0.083,0.037,0.083,0.0
evenly,0.545,0.389,0.19,0.545
evenness,0.5,0.625,0.381,0.5
event,0.5,0.328,0.5,0.0
eventfully,0.286,0.444,0.286,0.1
eventfulness,0.667,0.458,0.667,0.067
eventide,0.375,-0.267,0.375,0.139
eventual,0.222,-0.174,0.0,0.222
ever more,0.091,0.138,0.083,0.091
everblooming,0.852,0.278,0.852,0.056
everglade,0.333,0.0,0.333,0.0
evergreen,0.889,0.092,0.889,0.306
everlasting,0.708,0.618,0.708,0.152
everlastingness,0.292,0.519,0.292,0.0
evermore,0.407,-0.194,0.407,0.061
every last,0.067,0.0,0.0,0.067
every one,1.0,0.134,1.0,0.182
every thing,0.048,0.0,0.048,-0.03
every time,0.333,0.13,0.222,0.333
every week,0.667,0.074,0.259,0.667
everybody,1.0,0.032,1.0,0.083
everybody out,0.833,-0.036,0.833,0.033
everyday,0.619,-0.028,0.619,0.133
everything,0.056,0.0,0.0,0.056
everywhere,1.0,0.134,1.0,0.067
everywoman,0.905,-0.222,0.905,0.528
evict,-0.741,-0.246,-0.741,-0.533
eviction,-0.667,-0.09,-0.667,-0.667
evictor,-0.708,0.952,-0.708,-0.606
evident,0.619,0.328,0.619,0.59
evidently,0.576,0.19,0.083,0.576
evil,-1.0,0.09,-1.0,-0.939
evil eye,-0.741,-0.428,-0.741,-0.727
evil twin,-0.9,0.178,-0.857,-0.9
evildoer,-1.0,0.889,-1.0,-1.0
evildoing,-0.952,0.667,-0.952,-0.909
evilness,-1.0,0.917,-1.0,-1.0
eviscerate,-0.905,0.917,-0.905,-0.727
evisceration,-0.958,0.926,-0.958,-0.444
evocable,0.083,0.19,0.0,0.083
evocate,0.125,0.444,0.125,0.0
evocative,0.708,0.296,0.708,0.212
evoker,0.095,0.583,0.095,-0.037
evolution,0.286,0.708,0.286,0.037
evolutional,0.37,0.458,0.37,0.121
evolutionally,0.03,0.333,0.0,0.03
evolutionary,0.455,0.65,0.143,0.455
evolvable,0.182,0.519,-0.056,0.182
evolve,0.741,0.792,0.741,0.472
evolved,0.458,0.556,0.458,0.385
evolver,0.296,0.714,0.296,0.133
ex,-0.375,-0.388,-0.048,-0.375
ex husband,-0.519,-0.172,-0.519,-0.367
ex wife,-0.381,-0.296,-0.381,-0.167
exacerbate,-0.667,0.16,-0.667,-0.533
exacerbation,-0.714,-0.04,-0.714,-0.125
exact,0.667,0.37,0.0,0.667
exactable,-0.417,0.407,-0.417,0.0
exactness,0.848,0.667,-0.048,0.848
exaggerate,-0.63,0.058,-0.208,-0.63
exaggerated,-0.485,0.464,-0.458,-0.485
exaggeratedly,-0.556,-0.333,-0.375,-0.556
exaggeration,-0.639,0.164,-0.222,-0.639
exaggerative,-0.593,0.278,-0.238,-0.593
exaggerator,-0.733,0.381,-0.571,-0.733
exalt,0.833,0.49,0.833,0.292
exalted,0.667,0.392,0.667,0.667
exaltedly,0.242,0.6,0.042,0.242
exaltedness,0.636,0.917,0.533,0.636
exalter,0.889,0.833,0.889,0.367
examination,0.733,0.358,0.0,0.733
examinee,0.056,-0.333,0.056,0.028
exasperate,-0.667,0.476,-0.667,-0.394
exasperated,-0.5,-0.246,-0.5,-0.303
exasperatedly,-0.625,-0.429,-0.625,-0.056
exasperation,-0.667,-0.034,-0.667,-0.167
excel at,0.778,0.25,0.778,0.455
excellence,0.848,0.814,0.571,0.848
excellency,0.848,0.926,0.667,0.848
excellent,0.958,0.74,0.958,0.222
excellently,0.636,0.905,0.125,0.636
excelsior,0.286,0.222,0.286,0.0
except for,0.048,-0.066,0.048,0.0
exceptionable,-0.083,0.667,0.0,-0.083
exceptional,0.727,0.866,0.619,0.727
exceptionality,0.458,0.778,0.458,0.222
exceptionally,0.5,0.667,0.5,0.121
excess,-0.515,0.424,-0.389,-0.515
exchange,0.667,-0.018,0.583,0.667
exchange rate,0.03,0.066,0.0,0.03
exchangeable,0.152,0.333,-0.037,0.152
exchanged,0.542,0.125,0.542,0.026
excision,-0.524,0.038,-0.524,-0.1
excitability,0.556,0.448,0.556,-0.033
excitable,0.75,0.258,0.75,-0.222
excitation,0.75,0.393,0.75,0.026
excite,0.917,0.336,0.917,0.182
excited,0.958,0.418,0.958,0.167
excitedly,0.958,0.481,0.958,0.1
excitement,0.952,0.462,0.952,0.133
exciter,0.381,0.37,0.381,0.0
exciting,0.889,0.578,0.889,0.083
exclaim,0.833,0.278,0.833,0.061
exclamatory,0.333,0.407,0.333,0.0
excludable,-0.381,0.762,-0.381,0.0
exclude,-0.667,0.06,-0.667,-0.485
excluded,-0.79,-0.732,-0.79,-0.545
excluder,-0.875,0.867,-0.875,-0.519
excluding,-0.619,-0.352,-0.619,-0.429
exclusion,-0.792,-0.222,-0.792,-0.152
exclusionary,-0.708,0.852,-0.708,-0.63
exclusionism,-0.958,0.857,-0.958,-0.633
exclusionist,-0.636,0.63,-0.556,-0.636
exclusive,-0.333,0.306,-0.333,0.222
exclusively,-0.5,0.714,-0.5,0.167
exclusivist,-0.667,0.667,-0.667,-0.333
exclusivity,0.576,0.852,-0.524,0.576
excommunicable,-0.875,0.407,-0.875,-0.722
excommunicate,-0.917,0.917,-0.917,-0.63
excommunication,-0.857,0.375,-0.857,-0.704
excommunicative,-0.762,0.381,-0.762,-0.667
excommunicator,-0.875,1.0,-0.875,-0.852
excommunicatory,-0.889,0.852,-0.889,-0.778
excrement,-0.933,-0.558,-0.933,-0.933
excremental,-1.0,-0.815,-0.905,-1.0
excrete,-0.571,-0.333,-0.571,-0.091
excretion,-0.833,-0.086,-0.833,0.0
excretive,-0.667,-0.407,-0.667,-0.481
excretory,-0.833,-0.37,-0.833,-0.364
excruciate,-0.958,-0.944,-0.958,-0.767
excruciating,-0.875,-0.417,-0.875,-0.152
excruciation,-0.958,-0.733,-0.958,-0.852
exculpate,0.792,0.667,-0.278,0.792
excursion,0.458,0.254,0.458,0.148
excursionist,0.481,-0.19,0.481,0.067
excusable,0.524,-0.208,0.524,0.303
excuse,0.5,-0.364,0.5,-0.361
excuse for,-0.364,-0.1,0.048,-0.364
excuse me,0.944,-0.286,0.944,0.633
excuseless,-0.667,-0.292,-0.667,-0.556
excuser,-0.2,-0.667,0.0,-0.2
exec,-0.333,0.538,-0.333,0.148
executable,-0.208,0.667,-0.208,0.167
execute,-0.792,0.538,-0.792,0.0
executed,-0.667,0.708,-0.667,-0.467
executer,0.556,0.833,-0.417,0.556
execution,-0.625,0.426,-0.625,-0.091
executioner,-1.0,0.352,-1.0,-0.818
executive,0.444,0.788,0.0,0.444
executive director,0.606,0.214,-0.037,0.606
executive order,0.242,0.656,-0.111,0.242
executively,-0.444,0.926,-0.444,0.0
executor,0.767,0.518,-0.429,0.767
exemplar,0.875,0.25,0.875,0.694
exemplarily,0.848,0.815,0.833,0.848
exemplariness,0.867,0.778,0.708,0.867
exemplary,1.0,0.458,1.0,0.909
exemplifier,0.528,0.429,0.333,0.528
exemplify,0.733,0.566,0.619,0.733
exercisable,0.25,0.542,0.25,0.056
exercise,0.762,0.25,0.762,0.121
exercise bike,0.148,0.108,0.148,0.139
exerciser,0.429,0.333,0.429,0.152
exert,0.364,0.612,0.167,0.364
exertion,0.296,0.434,0.296,0.296
exertive,-0.208,0.75,-0.208,0.0
exfoliate,0.03,0.417,0.0,0.03
exfoliation,0.111,0.296,0.0,0.111
exhalation,0.167,-0.111,0.167,0.056
exhausted,-0.476,-0.596,-0.476,0.033
exhaustedly,-0.524,-0.792,-0.524,-0.03
exhaustibility,-0.389,-0.5,-0.389,0.03
exhaustible,-0.333,-0.296,-0.333,0.0
exhaustion,-0.286,-0.462,-0.286,-0.056
exhaustive,0.8,0.208,0.0,0.8
exhaustiveness,0.5,0.542,0.0,0.5
exhibit,0.139,0.416,0.097,0.139
exhibition,0.333,0.062,0.333,0.056
exhibitioner,-0.212,0.5,-0.185,-0.212
exhibitionism,-0.667,0.375,-0.667,-0.611
exhibitionist,-0.667,0.815,-0.667,-0.583
exhilarant,0.708,0.407,0.708,0.152
exhilarate,1.0,0.704,1.0,0.139
exhilarated,0.958,0.342,0.958,0.242
exhilarating,1.0,0.62,1.0,0.033
exhilaration,1.0,0.566,1.0,0.212
exhilarator,0.81,0.583,0.81,-0.061
exhort,0.714,0.49,0.714,0.444
exhortative,0.5,0.917,0.5,0.407
exhumation,-0.833,-0.054,-0.833,-0.6
exhume,-0.833,-0.096,-0.833,-0.367
exigent,-0.667,0.584,-0.667,-0.033
exile,-0.75,-0.034,-0.75,-0.3
exist,0.037,0.576,0.0,0.037
existence,0.042,0.542,0.042,0.028
existent,0.091,0.27,-0.037,0.091
existentialist,-0.583,0.458,-0.583,0.03
existing,0.03,0.5,0.0,0.03
exit,-0.259,-0.202,-0.259,0.0
exit ramp,-0.042,-0.42,-0.042,0.03
exit strategy,-0.375,-0.124,-0.375,-0.3
exodus,-0.333,0.134,-0.333,0.037
exoneration,0.917,0.63,0.852,0.917
exonerator,0.818,0.857,0.417,0.818
exorable,0.429,0.708,0.429,0.367
exorbitance,-0.5,0.778,-0.5,-0.467
exorbitant,-0.722,0.65,-0.571,-0.722
exorbitantly,-0.576,0.667,-0.458,-0.576
exorcise,-0.556,0.792,-0.556,0.417
exorcism,-0.75,0.057,-0.75,-0.037
exorcist,0.5,0.432,-0.381,0.5
exotic,0.081,0.454,0.048,0.081
exotica,0.278,0.333,0.278,0.0
exotically,0.19,0.238,0.19,0.0
exoticism,0.143,0.238,0.143,0.1
exoticness,0.381,0.042,0.381,0.067
expand,0.714,0.372,0.714,0.091
expand on,0.625,0.172,0.625,0.0
expandable,0.143,0.333,0.143,0.0
expanded,0.481,0.378,0.481,0.2
expander,0.375,0.5,0.375,0.091
expansibility,0.148,0.667,0.148,0.03
expansion,0.375,0.574,0.375,0.167
expansionary,0.333,0.958,0.333,0.139
expansive,0.905,0.556,0.905,0.1
expansiveness,0.222,0.708,0.222,0.056
expatriate,0.333,-0.218,0.333,0.067
expectant,0.458,-0.002,0.458,0.273
expectation,0.286,0.414,0.286,0.2
expected,0.593,0.09,0.095,0.593
expedience,-0.394,0.476,0.056,-0.394
expedient,0.333,-0.092,0.333,-0.152
expedited,0.208,0.833,0.042,0.208
expediter,0.5,0.778,0.267,0.5
expedition,0.5,0.24,0.5,0.25
expeditionary,0.333,0.708,0.333,0.083
expeditiously,0.333,0.704,0.333,0.091
expeditiousness,0.576,0.667,0.0,0.576
expel,-0.792,-0.096,-0.792,-0.407
expellable,-0.667,-0.444,-0.667,-0.194
expellant,-0.63,0.857,-0.63,0.0
expelled,-0.741,-0.625,-0.741,-0.513
expendability,-0.667,-0.944,-0.667,-0.148
expenditure,-0.476,0.206,-0.476,0.133
expense,-0.333,-0.246,-0.333,-0.033
expenses,-0.148,-0.208,-0.148,0.0
expensive,-0.292,0.06,-0.292,0.0
expensively,-0.333,0.111,-0.333,0.067
expensiveness,-0.458,0.333,-0.458,-0.056
experience,0.667,0.81,0.619,0.667
experienced,0.667,0.778,0.333,0.667
experiences,0.714,0.59,0.714,0.212
experiential,0.576,0.259,0.333,0.576
experientially,0.267,0.037,-0.048,0.267
experimentalism,0.056,0.519,0.0,0.056
experimentation,0.476,0.534,0.476,0.222
experimenter,0.633,0.4,0.0,0.633
expert,0.722,0.822,0.143,0.722
expertise,0.788,0.85,0.208,0.788
expertly,0.727,1.0,0.037,0.727
expertness,0.611,0.733,0.0,0.611
expiration,-0.375,-0.074,-0.375,-0.061
expiration date,0.708,-0.354,-0.143,0.708
expired,-0.583,-0.6,-0.583,-0.455
expiry,-0.389,-0.236,-0.389,-0.03
expiry date,0.212,-0.566,-0.208,0.212
explain,0.852,0.472,0.852,0.733
explainable,0.641,0.259,0.292,0.641
explainer,0.857,0.583,0.857,0.455
explanative,0.542,0.5,0.542,0.455
expletive,-0.714,0.072,-0.714,-0.636
explicable,0.788,0.208,0.0,0.788
explicate,0.5,0.556,0.389,0.5
explicatively,-0.185,0.5,-0.167,-0.185
explode,-0.593,0.546,-0.593,-0.194
exploded,-0.481,0.792,-0.481,-0.212
exploder,-0.879,0.875,-0.667,-0.879
exploit,-0.846,0.32,-0.667,-0.846
exploitable,-0.636,-0.857,-0.619,-0.636
exploitation,-0.963,0.436,-0.875,-0.963
exploitative,-1.0,0.963,-1.0,-0.963
