Term,worry,OrdinalClass,MajorityLabel
lecture,-0.67,-1,-2
releaser,-0.67,-1,0
imaginably,-0.67,-1,0
shoe,-0.67,-1,0
nonjudgmental,-0.67,-1,0
grownup,-0.67,-1,0
jogging,-0.67,-1,-1
buddha,-0.67,-1,0
satiation,-0.67,-1,-1
mortar,-0.67,-1,0
absolution,-0.67,-1,0
unenthusiastic,-0.67,-1,-1
ingeniously,-0.67,-1,-1
unroasted,-0.67,-1,0
strive,-0.67,-1,-2
embassy,-0.67,-1,0
transfix,-0.67,-1,-1
prophecies,-0.67,-1,-1
counterapproach,-0.67,-1,0
flatly,-0.67,-1,0
matey,-0.67,-1,-1
yuletide,-0.67,-1,-1
mimicking,-0.67,-1,0
waviness,-0.67,-1,-1
shaded,-0.67,-1,-1
wreathe,-0.67,-1,-1
true,-0.67,-1,0
reactively,-0.67,-1,-1
positioning,-0.67,-1,-1
organically,-0.67,-1,-1
latte,-0.67,-1,-1
footbridge,-0.67,-1,0
auspiciousness,-0.67,-1,-2
aristocratically,-0.67,-1,0
lower,-0.67,-1,-1
overindulgence,-0.67,-1,-1
leaden,-0.67,-1,0
woodenly,-0.67,-1,-1
snifter,-0.67,-1,-1
bargainer,-0.67,-1,-1
dearest,-0.67,-1,-1
etch,-0.67,-1,0
opportune,-0.67,-1,0
eventfulness,-0.67,-1,-1
winter,-0.67,-1,-2
expansively,-0.67,-1,-1
tradesperson,-0.67,-1,0
maturation,-0.67,-1,0
pickup,-0.67,-1,0
sweetwater,-0.67,-1,0
commando,-0.67,-1,0
monarchic,-0.67,-1,0
holidayseason,-0.67,-1,-1
decipherable,-0.67,-1,0
chant,-0.67,-1,-1
racquet,-0.67,-1,0
spangle,-0.67,-1,-1
specify,-0.67,-1,0
downward,-0.67,-1,0
intellectuality,-0.67,-1,0
thinker,-0.67,-1,0
ambiance,-0.67,-1,-1
opt,-0.67,-1,-1
alkaloids,-0.67,-1,0
carefulness,-0.67,-1,-1
ringmaster,-0.67,-1,-1
freethinking,-0.67,-1,0
ditsy,-0.67,-1,0
thereafter,-0.67,-1,0
identity,-0.67,-1,-2
lenience,-0.67,-1,0
quid,-0.67,-1,0
agreeable,-0.67,-1,0
marginally,-0.67,-1,-1
vegetative,-0.67,-1,0
threadlike,-0.67,-1,-1
western,-0.67,-1,0
playroom,-0.67,-1,-1
motorist,-0.67,-1,-1
desired,-0.67,-1,-2
laud,-0.67,-1,0
expert,-0.67,-1,0
reunion,-0.67,-1,0
cookout,-0.67,-1,-1
unhurt,-0.67,-1,0
tyke,-0.67,-1,-1
aerobic,-0.67,-1,-1
erectly,-0.67,-1,0
purse,-0.67,-1,0
slept,-0.67,-1,0
formable,-0.67,-1,0
armchair,-0.67,-1,0
eat,-0.67,-1,0
participator,-0.67,-1,-1
calculative,-0.67,-1,0
ethnologically,-0.67,-1,0
chipmunk,-0.67,-1,-1
irresistibly,-0.67,-1,0
outsprint,-0.67,-1,0
bring,-0.67,-1,0
engrossing,-0.67,-1,0
megastore,-0.67,-1,0
agglomeration,-0.67,-1,0
marcher,-0.67,-1,-1
sleepwear,-0.67,-1,0
loner,-0.67,-1,-2
workweek,-0.67,-1,-1
homeboy,-0.67,-1,0
technically,-0.67,-1,0
attractively,-0.67,-1,-1
skimmed,-0.67,-1,-1
verify,-0.67,-1,-1
fraternize,-0.67,-1,0
facedown,-0.67,-1,-1
humidness,-0.67,-1,-1
ingeniousness,-0.67,-1,0
orderliness,-0.67,-1,0
dispatch,-0.67,-1,0
tartlet,-0.67,-1,0
grandpa,-0.67,-1,0
meteorologically,-0.67,-1,0
cohabitation,-0.67,-1,0
ambidextrous,-0.67,-1,-1
lead,-0.67,-1,0
japan,-0.67,-1,0
bellflower,-0.67,-1,0
never,-0.67,-1,-1
reconnection,-0.67,-1,0
spiritual,-0.67,-1,0
hoary,-0.67,-1,0
careful,-0.67,-1,-1
toothsome,-0.67,-1,-1
hosepipe,-0.67,-1,-1
crosswise,-0.67,-1,0
shameful,-0.67,-1,-1
solved,-0.67,-1,-1
tipoff,-0.67,-1,0
comprehensiveness,-0.67,-1,-1
spate,-0.67,-1,-1
passe,-0.67,-1,0
affection,-0.67,-1,0
yardman,-0.67,-1,-1
longhand,-0.67,-1,0
thriftlessly,-0.67,-1,-1
lode,-0.67,-1,0
raindrop,-0.67,-1,0
bootlace,-0.67,-1,0
consummation,-0.67,-1,0
controllably,-0.67,-1,0
unornamented,-0.67,-1,0
venerable,-0.67,-1,0
flow,-0.67,-1,0
yessss,-0.67,-1,0
ready,-0.67,-1,0
bounteous,-0.67,-1,-1
come,-0.67,-1,-1
candlelit,-0.67,-1,-2
dissolubility,-0.67,-1,0
grandkid,-0.67,-1,0
antonym,-0.67,-1,0
envelopment,-0.67,-1,-1
enrollee,-0.67,-1,-1
correctable,-0.67,-1,0
pleasing,-0.67,-1,0
fastest,-0.67,-1,0
victory,-0.67,-1,-1
respiratory,-0.67,-1,0
martini,-0.67,-1,0
horseback,-0.67,-1,0
gardens,-0.67,-1,-1
ivory,-0.67,-1,0
fairytale,-0.67,-1,-1
conciliation,-0.67,-1,0
exclusively,-0.67,-1,0
wistfully,-0.69,-1,-1
dreams,-0.69,-1,0
stroll,-0.69,-1,0
subdued,-0.7,-1,-1
waddle,-0.7,-1,-1
livelihood,-0.7,-1,0
degreaser,-0.7,-1,0
unenthusiastically,-0.7,-1,-1
grandfatherly,-0.7,-1,-1
drawl,-0.7,-1,-1
game,-0.7,-1,0
abstain,-0.7,-1,0
huskiness,-0.7,-1,0
legally,-0.7,-1,0
lippy,-0.7,-1,0
fringed,-0.7,-1,0
readytogo,-0.7,-1,0
brainstorm,-0.7,-1,-2
sentiment,-0.7,-1,-2
gradually,-0.7,-1,-1
gripper,-0.7,-1,0
web,-0.7,-1,0
which,-0.7,-1,0
nutmeg,-0.7,-1,-1
slipway,-0.7,-1,0
recovery,-0.7,-1,-2
luncheon,-0.7,-1,0
embellishment,-0.7,-1,0
unvanquished,-0.7,-1,0
mop,-0.7,-1,0
release,-0.7,-1,0
mitigation,-0.7,-1,0
attendant,-0.7,-1,0
linen,-0.7,-1,0
allegedly,-0.7,-1,-2
knelt,-0.7,-1,-1
fella,-0.7,-1,-1
dainty,-0.7,-1,-1
joined,-0.7,-1,0
potluck,-0.7,-1,-2
cowboy,-0.7,-1,0
urchin,-0.7,-1,0
dame,-0.7,-1,0
operations,-0.7,-1,-2
ashtray,-0.7,-1,-1
presser,-0.7,-1,0
deliveries,-0.7,-1,-2
thrifty,-0.7,-1,-1
bedroom,-0.7,-1,-1
gulch,-0.71,-1,-2
formally,-0.71,-1,0
bloomers,-0.71,-1,0
kidder,-0.71,-1,-1
telepathically,-0.71,-1,0
itsy-bitsy,-0.71,-1,-1
bored,-0.71,-1,-1
reachable,-0.71,-1,-1
solidarity,-0.71,-1,0
staunchly,-0.71,-1,0
youngster,-0.71,-1,0
hanky,-0.71,-1,0
spire,-0.71,-1,-1
reprimand,-0.71,-1,-2
pleaser,-0.71,-1,0
fairgoer,-0.71,-1,-1
forgivable,-0.71,-1,-1
kittenish,-0.71,-1,0
cloudily,-0.71,-1,-1
transcendentalist,-0.71,-1,0
grandmother,-0.71,-1,-1
retype,-0.71,-1,-1
motorcycle,-0.71,-1,0
memorably,-0.71,-1,0
detoxify,-0.71,-1,-1
overhaul,-0.71,-1,0
lounge,-0.71,-1,-1
gossamer,-0.71,-1,-1
exciter,-0.71,-1,-1
corkboard,-0.71,-1,-1
rosiness,-0.71,-1,-1
bottom,-0.71,-1,-1
scruff,-0.71,-1,0
dreaming,-0.71,-1,0
monitor,-0.71,-1,-1
chocoholic,-0.71,-1,-1
congregationalism,-0.71,-1,-1
alluvial,-0.71,-1,-1
diagrammatic,-0.71,-1,0
borderless,-0.71,-1,0
blustery,-0.71,-1,-2
offshore,-0.71,-1,0
relocation,-0.71,-1,-1
marketer,-0.71,-1,-1
multichannel,-0.71,-1,0
heinie,-0.71,-1,0
pilates,-0.71,-1,0
fouler,-0.71,-1,0
elephant,-0.71,-1,-1
simper,-0.71,-1,0
chai,-0.71,-1,0
spiritualization,-0.71,-1,0
earplug,-0.71,-1,-1
chubby,-0.71,-1,-2
blueblood,-0.71,-1,0
detached,-0.71,-1,0
canoodle,-0.71,-1,0
photosensitivity,-0.71,-1,0
velvety,-0.71,-1,-1
absentmindedly,-0.71,-1,0
tingling,-0.71,-1,-1
meekly,-0.71,-1,-1
music,-0.71,-1,0
starkly,-0.71,-1,-2
intrepid,-0.71,-1,-2
assertiveness,-0.71,-1,0
evolvement,-0.71,-1,-1
mutely,-0.71,-1,0
assort,-0.71,-1,-1
sanctum,-0.71,-1,0
spinach,-0.71,-1,-1
cutest,-0.71,-1,0
cacti,-0.71,-1,-1
bayside,-0.71,-1,0
hydrodynamic,-0.71,-1,-1
sedentarily,-0.71,-1,0
palatial,-0.71,-1,0
silkily,-0.71,-1,-1
shortcoming,-0.71,-1,0
reminiscence,-0.71,-1,-1
nightshirt,-0.71,-1,0
guidance,-0.71,-1,0
tearlessly,-0.71,-1,-1
unpersuasively,-0.71,-1,-2
blue,-0.71,-1,-1
morally,-0.71,-1,0
showroom,-0.71,-1,-1
cosmos,-0.71,-1,0
out,-0.71,-1,0
daydream,-0.71,-1,-1
nightlight,-0.71,-1,0
wooden,-0.71,-1,0
emptied,-0.71,-1,-1
creditability,-0.71,-1,0
taller,-0.71,-1,-1
trimly,-0.71,-1,0
unrestricted,-0.71,-1,0
soulfulness,-0.71,-1,0
reboot,-0.71,-1,-2
noisemaking,-0.71,-1,-2
faintly,-0.71,-1,-1
buddy,-0.72,-1,-1
rollback,-0.73,-1,0
saving,-0.73,-1,-1
priceless,-0.75,-1,-1
plan,-0.75,-1,-1
thermoregulatory,-0.75,-1,0
yon,-0.75,-1,0
publicity,-0.75,-1,-2
makingdisciples,-0.75,-1,-2
reason,-0.75,-1,0
outlandish,-0.75,-1,-2
commendable,-0.75,-1,0
drinks,-0.75,-1,0
bottlebrush,-0.75,-1,-1
apparent,-0.75,-1,0
botanical,-0.75,-1,-1
ooh,-0.75,-1,-1
observable,-0.75,-1,-1
nonproductively,-0.75,-1,0
regroup,-0.75,-1,-1
batten,-0.75,-1,0
resolvent,-0.75,-1,0
discoveries,-0.75,-1,0
throb,-0.75,-1,-2
geodynamic,-0.75,-1,0
tinkles,-0.75,-1,0
lithesome,-0.75,-1,-1
snail,-0.75,-1,-1
humbled,-0.75,-1,0
sober,-0.75,-1,0
lily,-0.75,-1,0
bobcat,-0.75,-1,-2
refrain,-0.75,-1,-1
scull,-0.75,-1,0
bachelor,-0.75,-1,-1
softener,-0.75,-1,-1
grave,-0.75,-1,0
moppet,-0.75,-1,0
imperceptibly,-0.75,-1,0
pretty,-0.75,-1,0
prayer,-0.75,-1,0
field,-0.75,-1,0
courses,-0.75,-1,0
demodulator,-0.75,-1,0
antiseptic,-0.75,-1,0
tie,-0.75,-1,0
deter,-0.75,-1,0
unaffectionate,-0.75,-1,-1
liked,-0.75,-1,0
wall,-0.75,-1,0
stockiness,-0.75,-1,-1
leafless,-0.75,-1,0
commercialize,-0.75,-1,-1
soundproof,-0.75,-1,-2
slant,-0.75,-1,-1
wiped,-0.75,-1,0
laureate,-0.75,-1,0
confluence,-0.75,-1,0
miracles,-0.75,-1,0
duvet,-0.75,-1,-1
mannerly,-0.75,-1,0
electropositive,-0.75,-1,0
slack,-0.75,-1,-1
humaneness,-0.75,-1,0
casual,-0.75,-1,-1
sith,-0.75,-1,0
frugalness,-0.75,-1,0
frugal,-0.75,-1,-1
resplendent,-0.75,-1,-1
unneeded,-0.75,-1,0
monotonousness,-0.75,-1,-1
reported,-0.75,-1,0
endearment,-0.75,-1,0
idealness,-0.75,-1,-1
deign,-0.75,-1,0
ballerina,-0.75,-1,0
undistorted,-0.75,-1,0
unburden,-0.75,-1,0
exemplariness,-0.75,-1,0
downhill,-0.75,-1,0
organization,-0.75,-1,0
accompany,-0.75,-1,0
titty,-0.75,-1,0
mining,-0.75,-1,0
unexacting,-0.75,-1,-1
emptiness,-0.75,-1,0
lecturer,-0.75,-1,0
questioning,-0.75,-1,-1
preamble,-0.75,-1,-2
turban,-0.75,-1,0
evaluative,-0.75,-1,0
ringleader,-0.75,-1,0
blooming,-0.75,-1,0
crisply,-0.75,-1,-1
obviously,-0.75,-1,-1
reignite,-0.75,-1,0
sportily,-0.75,-1,0
plank,-0.75,-1,0
guy,-0.75,-1,0
sewing,-0.75,-1,0
beatitude,-0.75,-1,0
fogless,-0.75,-1,-1
unveiling,-0.75,-1,-2
rainbows,-0.75,-1,0
communalist,-0.75,-1,0
vacantly,-0.75,-1,-1
stiffness,-0.75,-1,-1
urbanely,-0.75,-1,-1
overland,-0.75,-1,-1
jowl,-0.75,-1,0
somebody,-0.75,-1,0
safely,-0.75,-1,-1
acrylic,-0.75,-1,0
accordance,-0.75,-1,0
unrestrained,-0.75,-1,-2
preliminarily,-0.75,-1,0
nonmalignant,-0.75,-1,0
percentage,-0.75,-1,0
tickled,-0.75,-1,0
brig,-0.75,-1,0
refraining,-0.75,-1,0
seafloor,-0.75,-1,-1
neglecter,-0.75,-1,-1
modernly,-0.75,-1,-1
expanse,-0.75,-1,0
tranquilizer,-0.75,-1,0
waif,-0.75,-1,0
glasslike,-0.75,-1,-1
purism,-0.75,-1,-1
lifelike,-0.75,-1,0
goodheartedly,-0.75,-1,0
legroom,-0.75,-1,0
admiring,-0.75,-1,-1
shearer,-0.75,-1,0
robe,-0.75,-1,0
operant,-0.75,-1,0
technical,-0.75,-1,0
highness,-0.75,-1,0
mindlessly,-0.75,-1,0
squash,-0.75,-1,-1
sleeker,-0.75,-1,0
fortunately,-0.75,-1,-1
retaliator,-0.75,-1,-2
knight,-0.78,-1,0
reapprove,-0.78,-1,-2
persuade,-0.78,-1,0
supervise,-0.78,-1,0
rose,-0.78,-1,-1
bohemianism,-0.78,-1,-1
tomahawk,-0.78,-1,0
lavish,-0.78,-1,-1
granular,-0.78,-1,0
ideologue,-0.78,-1,-2
parliamentarianism,-0.78,-1,0
real,-0.78,-1,0
bedding,-0.78,-1,-1
jetty,-0.78,-1,-1
unmatched,-0.78,-1,-2
mediatory,-0.78,-1,0
warranted,-0.78,-1,0
physique,-0.78,-1,0
maneuvering,-0.78,-1,0
moon,-0.78,-1,-1
sociable,-0.78,-1,-1
fruition,-0.78,-1,0
noted,-0.78,-1,0
upkeep,-0.78,-1,-1
commander,-0.78,-1,0
disarm,-0.78,-1,-2
dale,-0.78,-1,0
beltless,-0.78,-1,0
focus,-0.78,-1,-1
crusty,-0.78,-1,0
tailgate,-0.78,-1,-2
elders,-0.78,-1,0
volunteer,-0.78,-1,0
ungraciously,-0.78,-1,0
surface,-0.78,-1,0
addressor,-0.78,-1,0
barefoot,-0.78,-1,-1
retrievably,-0.78,-1,0
sociality,-0.78,-1,0
dwarf,-0.78,-1,0
frequency,-0.78,-1,0
replete,-0.78,-1,-1
rehearsal,-0.78,-1,-2
airborne,-0.78,-1,0
polished,-0.78,-1,0
puppet,-0.78,-1,-2
pleat,-0.78,-1,0
pleasantry,-0.78,-1,0
thank,-0.78,-1,-1
trash,-0.78,-1,0
unattractively,-0.78,-1,-1
loon,-0.78,-1,0
laid,-0.78,-1,-1
restrained,-0.78,-1,0
freelance,-0.78,-1,0
analyze,-0.78,-1,0
confound,-0.78,-1,-2
stylistically,-0.78,-1,0
proximity,-0.78,-1,-1
countenance,-0.78,-1,0
app,-0.78,-1,0
sag,-0.78,-1,-1
transit,-0.78,-1,0
highlands,-0.78,-1,-1
morosely,-0.78,-1,-1
moored,-0.78,-1,0
purely,-0.78,-1,0
gallant,-0.78,-1,0
unworn,-0.78,-1,-1
intimately,-0.78,-1,-2
learner,-0.78,-1,0
separateness,-0.78,-1,0
liberties,-0.78,-1,0
mince,-0.78,-1,0
unopposed,-0.78,-1,0
sunward,-0.78,-1,-2
touching,-0.78,-1,-1
featherless,-0.78,-1,0
unacquaintedness,-0.78,-1,0
oblige,-0.78,-1,0
dresser,-0.78,-1,0
woodshed,-0.78,-1,-1
nonurban,-0.78,-1,0
eyewitness,-0.78,-1,0
pajamas,-0.78,-1,-1
lapdog,-0.78,-1,0
topside,-0.8,-1,-1
penguin,-0.8,-1,0
vigorous,-0.8,-1,-2
uptrend,-0.8,-1,0
savvy,-0.8,-1,0
acceptability,-0.8,-1,0
motorsport,-0.8,-1,-1
nonparticipating,-0.8,-1,0
benefiter,-0.8,-1,-1
buckhorn,-0.8,-1,-1
overripe,-0.8,-1,-1
sire,-0.8,-1,0
voiced,-0.8,-1,0
pouty,-0.8,-1,-1
trashcan,-0.8,-1,0
agreeing,-0.8,-1,0
echo,-0.8,-1,-1
froze,-0.8,-1,0
nonrenewable,-0.8,-1,-1
poinsettia,-0.8,-1,0
comprehensively,-0.8,-1,-1
disposition,-0.8,-1,0
flourish,-0.8,-1,0
heavies,-0.8,-1,0
fist,-0.8,-1,-2
humdrum,-0.8,-1,-1
moonwalk,-0.8,-1,-1
flyway,-0.8,-1,0
incorruptible,-0.8,-1,0
religion,-0.8,-1,0
reproduce,-0.8,-1,0
uncurious,-0.8,-1,-1
warbled,-0.8,-1,-1
supervisory,-0.8,-1,0
deodorize,-0.8,-1,0
joshing,-0.8,-1,-1
widen,-0.8,-1,0
covered,-0.8,-1,0
bookselling,-0.8,-1,0
result,-0.8,-1,0
winery,-0.8,-1,0
share,-0.8,-1,0
imperishable,-0.8,-1,0
preschooler,-0.8,-1,-1
intellectualize,-0.8,-1,0
telescope,-0.8,-1,0
eater,-0.8,-1,0
librarian,-0.8,-1,0
allies,-0.8,-1,-1
enablement,-0.8,-1,0
suntanned,-0.8,-1,-1
propeller,-0.8,-1,0
unpremeditatedly,-0.8,-1,0
hitchhiking,-0.8,-1,0
saloon,-0.8,-1,-2
grip,-0.8,-1,0
pigpen,-0.8,-1,-1
unimpressive,-0.8,-1,-1
storywriter,-0.8,-1,0
rebuilt,-0.8,-1,0
slothful,-0.8,-1,-2
tepidly,-0.8,-1,0
sooth,-0.8,-1,0
handwash,-0.8,-1,-1
sensed,-0.8,-1,-1
unwrinkled,-0.8,-1,0
aromatize,-0.8,-1,-1
hibernate,-0.8,-1,-1
neutralize,-0.8,-1,0
dummy,-0.8,-1,-1
deregister,-0.8,-1,-2
absorptive,-0.8,-1,-1
octagon,-0.8,-1,0
trundle,-0.8,-1,0
conjurer,-0.8,-1,0
hearthside,-0.8,-1,-1
clientele,-0.8,-1,0
fab,-0.8,-1,0
pearlescent,-0.8,-1,-1
viewable,-0.8,-1,0
insipidness,-0.8,-1,-1
horticultural,-0.8,-1,0
bladder,-0.8,-1,0
gemology,-0.8,-1,0
cascade,-0.8,-1,-1
harp,-0.8,-1,-1
soundless,-0.8,-1,-1
muskiness,-0.8,-1,-1
tetherball,-0.8,-1,-1
graininess,-0.8,-1,-1
greedless,-0.8,-1,0
streamlined,-0.8,-1,0
maximal,-0.8,-1,0
woofer,-0.8,-1,0
browse,-0.8,-1,-1
beanie,-0.8,-1,-1
lineless,-0.8,-1,0
whipcord,-0.8,-1,0
heartedly,-0.8,-1,-1
foothill,-0.8,-1,-1
resignedly,-0.8,-1,0
forcefulness,-0.8,-1,-1
yen,-0.8,-1,-1
noncombatant,-0.8,-1,0
temperateness,-0.8,-1,0
bloke,-0.8,-1,0
approximation,-0.8,-1,0
bedazzlement,-0.8,-1,-1
meanwhile,-0.8,-1,-1
nursing,-0.8,-1,0
dutifully,-0.8,-1,0
socialization,-0.8,-1,0
tabular,-0.8,-1,0
coddle,-0.8,-1,-1
decently,-0.8,-1,0
physiotherapy,-0.8,-1,0
headwater,-0.8,-1,-1
hideaway,-0.8,-1,-1
flaccidness,-0.8,-1,0
infusive,-0.8,-1,-1
sporadically,-0.8,-1,0
beforehand,-0.8,-1,-1
fodder,-0.8,-1,0
tumbler,-0.8,-1,0
plural,-0.8,-1,0
hallelujah,-0.8,-1,-2
accomplisher,-0.8,-1,0
lifter,-0.8,-1,0
minimize,-0.8,-1,0
appeasable,-0.8,-1,0
sidelight,-0.8,-1,0
lid,-0.8,-1,-2
mainspring,-0.8,-1,0
bar,-0.8,-1,0
limeade,-0.8,-1,0
waxed,-0.8,-1,0
interrupts,-0.8,-1,-1
baggy,-0.8,-1,0
outlet,-0.8,-1,0
weighty,-0.8,-1,-2
physiotherapist,-0.8,-1,0
habitually,-0.8,-1,0
sideline,-0.8,-1,-1
lucratively,-0.8,-1,0
naturism,-0.8,-1,0
adapt,-0.8,-1,0
large,-0.8,-1,0
dreamful,-0.8,-1,-1
incandescence,-0.8,-1,0
electromagnet,-0.8,-1,-1
muse,-0.8,-1,0
gooselike,-0.8,-1,0
together,-0.8,-1,0
coordination,-0.8,-1,0
tumbledown,-0.8,-1,0
undermost,-0.8,-1,-1
romper,-0.8,-1,0
expanded,-0.8,-1,0
stabilized,-0.8,-1,-1
edification,-0.8,-1,0
assimilate,-0.8,-1,-1
numb,-0.8,-1,0
swimmable,-0.8,-1,-1
stock,-0.8,-1,0
devolution,-0.8,-1,-2
lightship,-0.8,-1,-1
semiprofessional,-0.8,-1,0
sheepherder,-0.8,-1,0
monetize,-0.8,-1,0
serendipitous,-0.8,-1,-1
coextension,-0.8,-1,0
downstream,-0.8,-1,0
shallow,-0.8,-1,-1
guerrilla,-0.8,-1,-2
sportsmanlike,-0.8,-1,0
sledded,-0.8,-1,0
outerwear,-0.8,-1,0
eyelids,-0.8,-1,-1
contemplate,-0.8,-1,-1
poise,-0.8,-1,0
awww,-0.8,-1,-1
outmoded,-0.8,-1,0
blew,-0.8,-1,0
traceable,-0.8,-1,0
vacationer,-0.8,-1,0
bill,-0.8,-1,0
efficient,-0.8,-1,0
artful,-0.8,-1,0
impressionistic,-0.8,-1,0
ahoy,-0.8,-1,-1
restoratively,-0.8,-1,0
sidepiece,-0.8,-1,0
finance,-0.8,-1,0
he,-0.8,-1,0
fielder,-0.8,-1,-1
panama,-0.8,-1,0
copter,-0.8,-1,-1
dustpan,-0.8,-1,0
beautify,-0.8,-1,-1
reconcilability,-0.8,-1,0
acquitted,-0.8,-1,0
freezer,-0.8,-1,0
astrodome,-0.8,-1,0
slice,-0.8,-1,0
inertly,-0.8,-1,-1
hereinafter,-0.8,-1,-1
perforate,-0.8,-1,0
portion,-0.8,-1,0
detoxification,-0.8,-1,0
pervasion,-0.8,-1,-1
fixedness,-0.8,-1,0
mitten,-0.8,-1,-1
homage,-0.8,-1,0
calculation,-0.8,-1,0
beastie,-0.8,-1,0
decompression,-0.8,-1,0
freehandedness,-0.8,-1,0
graduated,-0.8,-1,0
fondue,-0.8,-1,-1
uninfected,-0.8,-1,0
disenthrall,-0.8,-1,-1
stoical,-0.8,-1,0
tend,-0.8,-1,0
majorette,-0.8,-1,-1
magnanimously,-0.8,-1,0
consolatory,-0.8,-1,-1
forces,-0.8,-1,0
reduce,-0.8,-1,0
muscularly,-0.8,-1,0
cajoler,-0.8,-1,0
unalienable,-0.8,-1,0
uninteresting,-0.8,-1,0
hoofmark,-0.8,-1,-1
abatement,-0.8,-1,-1
experimenter,-0.8,-1,0
collaborationism,-0.8,-1,-1
maharajah,-0.8,-1,-1
monotheism,-0.8,-1,0
granny,-0.82,-1,0
speckle,-0.83,-1,-1
bareness,-0.83,-1,-1
loosely,-0.83,-1,-1
sunday,-0.83,-1,0
proud,-0.83,-1,-1
revive,-0.83,-1,-1
extravagantly,-0.83,-1,-2
domesticity,-0.83,-1,-1
lyrical,-0.83,-1,0
markswoman,-0.83,-1,-1
doggone,-0.83,-1,-1
piously,-0.83,-1,-1
snowless,-0.83,-1,-1
devoutness,-0.83,-1,-1
rehydrate,-0.83,-1,-1
sweeter,-0.83,-1,-1
hazelnut,-0.83,-1,-1
kickstart,-0.83,-1,-1
informality,-0.83,-1,-1
absorbedly,-0.83,-1,0
petted,-0.83,-1,-1
unambitious,-0.83,-1,0
acceptable,-0.83,-1,-1
houseplant,-0.83,-1,-1
farsighted,-0.83,-1,-1
sumptuously,-0.83,-1,0
bolero,-0.83,-1,-1
untraded,-0.83,-1,-1
drinkability,-0.83,-1,-1
enfold,-0.83,-1,-1
hike,-0.83,-1,-1
stableness,-0.83,-1,0
depreciative,-0.83,-1,-1
maestro,-0.83,-1,-1
exertive,-0.83,-1,-1
woolsack,-0.83,-1,-1
winterless,-0.83,-1,-1
unimaginatively,-0.83,-1,0
humanize,-0.83,-1,-1
nightgown,-0.83,-1,-1
participative,-0.83,-1,-1
versification,-0.83,-1,-1
curtness,-0.83,-1,-1
colombian,-0.83,-1,0
forgave,-0.83,-1,-1
aromatically,-0.83,-1,-1
decorating,-0.83,-1,-1
cornucopian,-0.83,-1,-1
dayoff,-0.83,-1,-1
debark,-0.83,-1,-1
conscientiously,-0.83,-1,0
smoking,-0.83,-1,-1
disinterest,-0.83,-1,-1
unconstrained,-0.83,-1,0
plotted,-0.83,-1,-1
suffused,-0.83,-1,-1
prepped,-0.83,-1,0
washed,-0.83,-1,-1
prioritize,-0.83,-1,-1
claret,-0.83,-1,0
commonality,-0.83,-1,-1
infinitively,-0.83,-1,-1
saggy,-0.83,-1,-1
reputable,-0.83,-1,0
comforter,-0.83,-1,-1
flavorless,-0.83,-1,-1
overnight,-0.83,-1,-1
outrigger,-0.83,-1,-1
receptively,-0.83,-1,-1
lactate,-0.83,-1,-1
protuberance,-0.83,-1,-1
aftercare,-0.83,-1,-1
antarctic,-0.83,-1,-1
sleepily,-0.83,-1,-1
nectarine,-0.83,-1,-1
night,-0.83,-1,0
unvaried,-0.83,-1,-1
southpaw,-0.83,-1,-1
condolence,-0.83,-1,-1
spa,-0.83,-1,0
uncalculating,-0.83,-1,-1
ministration,-0.83,-1,-1
marvel,-0.83,-1,0
juiciness,-0.83,-1,0
submissively,-0.83,-1,-1
winterberry,-0.83,-1,0
prissy,-0.83,-1,-1
compartmentalize,-0.83,-1,-1
tenderhearted,-0.83,-1,-1
fountainhead,-0.83,-1,-1
wigless,-0.83,-1,-1
consignor,-0.83,-1,-1
witticism,-0.83,-1,-1
whiteboard,-0.83,-1,-1
handlebar,-0.83,-1,-1
monkish,-0.83,-1,0
mealy,-0.83,-1,0
caller,-0.83,-1,-1
liturgical,-0.83,-1,-1
traditionalism,-0.83,-1,-1
reviver,-0.83,-1,-1
stretchy,-0.83,-1,-1
facilitator,-0.83,-1,-1
caresser,-0.83,-1,-1
formulistic,-0.83,-1,-1
prestigious,-0.83,-1,-1
waterside,-0.83,-1,0
gainfully,-0.83,-1,0
better,-0.83,-1,-1
topspin,-0.83,-1,-1
tightwad,-0.83,-1,-1
uncork,-0.85,-1,-2
guidable,-0.85,-1,-2
moniker,-0.86,-1,0
eco,-0.86,-1,0
cumulative,-0.86,-1,0
deepen,-0.86,-1,0
milestone,-0.86,-1,-1
beachfront,-0.86,-1,0
cooperation,-0.86,-1,-1
reusable,-0.86,-1,-1
existentially,-0.86,-1,0
northwest,-0.86,-1,0
lethargically,-0.86,-1,0
mensa,-0.86,-1,0
bassinet,-0.86,-1,0
objectiveness,-0.86,-1,0
absently,-0.86,-1,-1
slippers,-0.86,-1,0
ballet,-0.86,-1,0
crystal,-0.86,-1,0
beechnut,-0.86,-1,0
shapeliness,-0.86,-1,-1
cartesian,-0.86,-1,0
stylized,-0.86,-1,0
noiseproof,-0.86,-1,-1
unchain,-0.86,-1,0
persuasiveness,-0.86,-1,0
late,-0.86,-1,-1
buttonhook,-0.86,-1,0
shallowly,-0.86,-1,-1
hoedown,-0.86,-1,-1
finery,-0.86,-1,0
twaddle,-0.86,-1,-2
razorback,-0.86,-1,0
dreamer,-0.86,-1,-1
necktie,-0.86,-1,0
custom,-0.86,-1,0
fabricator,-0.86,-1,0
